INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
757,,,0,51,0,13,"$51,513",No,$0,z_No,M,Masters,Lawyer,42,Private,"$6,650",4,Minivan,no,"$33,388",2,Yes,4,17,Highly Urban/ Urban
763,,,0,33,0,11,,No,"$122,916",z_No,z_F,z_High School,Home Maker,47,Private,"$12,400",20,Minivan,no,"$5,531",2,No,6,1,z_Highly Rural/ Rural
767,,,0,58,0,12,"$69,282",No,"$295,989",Yes,M,Bachelors,Professional,47,Private,"$10,520",6,Pickup,no,"$1,142",1,No,0,13,Highly Urban/ Urban
774,,,0,30,0,10,"$27,803",No,$0,z_No,z_F,z_High School,Clerical,41,Private,"$7,280",4,Minivan,no,"$6,322",2,No,5,8,Highly Urban/ Urban
776,,,0,50,0,8,"$34,611",No,$0,z_No,z_F,z_High School,Clerical,47,Private,"$12,760",1,Minivan,no,"$3,908",2,No,4,8,Highly Urban/ Urban
788,,,0,47,0,12,"$55,019",No,"$206,801",Yes,z_F,Bachelors,Professional,51,Private,"$18,110",4,z_SUV,no,"$9,085",2,No,1,9,Highly Urban/ Urban
794,,,0,42,1,11,"$200,928",No,"$513,817",Yes,M,PhD,Manager,25,Commercial,"$5,600",1,Pickup,no,"$4,020",1,No,2,14,Highly Urban/ Urban
799,,,0,33,1,12,"$92,060",Yes,$0,z_No,z_F,Bachelors,Professional,24,Private,"$14,010",5,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban
803,,,0,36,0,11,"$48,901",No,"$210,300",Yes,M,z_High School,Manager,5,Private,"$5,100",1,Pickup,no,"$3,805",3,No,0,9,Highly Urban/ Urban
806,,,3,38,3,9,"$38,212",Yes,"$160,245",z_No,M,Bachelors,Clerical,61,Commercial,"$22,320",1,Van,yes,"$4,326",4,No,6,13,z_Highly Rural/ Rural
807,,,0,36,1,10,"$100,095",Yes,$0,z_No,z_F,Masters,Lawyer,15,Private,"$17,520",1,z_SUV,no,$0,0,No,0,19,Highly Urban/ Urban
811,,,0,56,0,8,"$42,834",No,"$146,455",Yes,M,Bachelors,z_Blue Collar,29,Commercial,"$22,760",4,Panel Truck,yes,$0,0,No,5,8,z_Highly Rural/ Rural
816,,,0,37,3,15,"$130,123",No,,Yes,z_F,Bachelors,z_Blue Collar,59,Commercial,"$32,260",4,Minivan,no,$0,0,No,0,7,Highly Urban/ Urban
818,,,0,57,0,13,"$27,281",No,"$198,619",Yes,z_F,z_High School,Home Maker,24,Private,"$22,470",4,z_SUV,no,$0,0,Yes,1,1,Highly Urban/ Urban
819,,,0,37,4,11,"$34,622",No,"$188,514",Yes,M,Masters,Professional,30,Private,"$20,170",6,Van,no,"$7,875",1,No,0,,Highly Urban/ Urban
831,,,1,38,3,15,"$57,925",No,"$144,063",Yes,M,<High School,z_Blue Collar,16,Private,"$30,770",6,Minivan,yes,$0,0,No,0,6,Highly Urban/ Urban
835,,,1,39,3,17,"$25,846",No,"$107,211",Yes,M,z_High School,Clerical,68,Commercial,"$26,850",10,Panel Truck,yes,$0,0,No,3,7,Highly Urban/ Urban
837,,,0,43,2,13,"$126,496",No,,Yes,M,Masters,,22,Commercial,"$26,980",7,Panel Truck,yes,$0,0,No,5,16,Highly Urban/ Urban
841,,,1,41,1,11,"$182,782",Yes,$0,z_No,M,PhD,,36,Commercial,"$23,880",3,Panel Truck,no,"$5,639",2,Yes,5,14,Highly Urban/ Urban
846,,,0,28,4,12,"$94,675",Yes,"$291,876",z_No,M,Masters,,47,Private,"$10,320",6,Pickup,no,$0,0,No,3,17,Highly Urban/ Urban
856,,,0,47,0,0,$0,No,"$67,647",Yes,z_F,Bachelors,Home Maker,19,Private,"$6,200",9,z_SUV,no,"$23,972",2,Yes,1,9,Highly Urban/ Urban
861,,,0,38,0,12,,No,"$122,423",Yes,M,<High School,Clerical,35,Commercial,"$32,460",1,Panel Truck,yes,"$1,414",2,No,4,1,Highly Urban/ Urban
862,,,0,53,0,11,"$27,045",No,"$161,922",Yes,M,Bachelors,Clerical,54,Commercial,"$6,800",6,Pickup,no,"$6,523",3,No,4,7,Highly Urban/ Urban
863,,,0,48,0,11,"$75,984",No,$0,z_No,z_F,z_High School,z_Blue Collar,42,Commercial,"$37,310",1,Sports Car,no,"$40,386",3,Yes,1,2,Highly Urban/ Urban
865,,,0,48,0,12,"$88,745",No,"$241,555",Yes,z_F,z_High School,z_Blue Collar,55,Commercial,"$7,050",1,z_SUV,no,"$1,031",2,No,5,12,Highly Urban/ Urban
871,,,0,44,2,14,"$26,377",Yes,"$169,045",z_No,M,z_High School,Clerical,30,Private,"$8,540",1,Minivan,yes,"$4,236",3,No,3,1,Highly Urban/ Urban
879,,,0,54,0,6,"$73,663",No,"$268,990",Yes,M,Bachelors,Professional,14,Commercial,"$41,310",7,Panel Truck,no,"$36,700",1,Yes,3,5,Highly Urban/ Urban
880,,,0,55,0,15,"$87,426",No,"$286,182",Yes,M,Bachelors,z_Blue Collar,41,Private,"$8,410",4,Pickup,no,$0,0,No,0,9,Highly Urban/ Urban
881,,,0,41,2,12,"$10,758",No,"$92,197",Yes,z_F,Masters,Home Maker,41,Commercial,"$22,210",7,Pickup,no,$0,0,No,2,12,Highly Urban/ Urban
885,,,0,57,0,12,"$210,811",No,$0,z_No,M,Masters,,7,Commercial,"$28,280",1,Panel Truck,yes,"$3,542",1,No,4,17,Highly Urban/ Urban
887,,,0,48,0,8,"$75,914",No,$0,z_No,z_F,Bachelors,Professional,51,Private,"$13,240",1,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
892,,,0,43,0,11,"$90,213",No,"$293,850",Yes,M,PhD,Doctor,21,Private,"$16,210",4,Van,yes,$0,0,No,0,,Highly Urban/ Urban
898,,,0,47,0,11,"$93,658",No,"$303,850",Yes,M,Masters,Lawyer,37,Private,"$6,200",5,Minivan,no,$0,0,No,0,15,Highly Urban/ Urban
900,,,0,55,0,,"$34,466",No,"$152,288",z_No,z_F,z_High School,Clerical,32,Private,"$17,080",7,Minivan,no,$0,0,No,1,1,Highly Urban/ Urban
904,,,0,48,0,10,"$173,279",No,$0,z_No,z_F,PhD,Doctor,27,Private,"$22,390",4,Van,no,"$7,357",2,No,8,1,Highly Urban/ Urban
906,,,0,41,1,0,$0,No,"$65,804",Yes,z_F,<High School,Home Maker,31,Private,"$5,600",1,z_SUV,no,"$7,792",3,No,2,1,Highly Urban/ Urban
910,,,2,42,3,17,"$28,916",No,"$115,937",Yes,z_F,<High School,Clerical,43,Private,"$8,300",4,Sports Car,no,$958,1,No,4,7,Highly Urban/ Urban
912,,,0,32,2,7,,Yes,"$466,804",z_No,M,PhD,,43,Commercial,"$30,470",10,Panel Truck,yes,"$6,042",3,No,0,14,Highly Urban/ Urban
913,,,0,34,3,9,"$23,439",No,"$113,409",Yes,z_F,z_High School,Clerical,38,Private,"$7,240",4,Minivan,no,$0,0,Yes,1,6,Highly Urban/ Urban
919,,,0,46,0,11,"$68,126",No,"$214,584",Yes,z_F,Bachelors,Professional,52,Private,"$21,160",1,Minivan,no,$0,0,No,0,6,Highly Urban/ Urban
924,,,0,50,0,0,$0,No,$0,z_No,z_F,z_High School,Home Maker,37,Private,"$6,500",3,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
925,,,0,43,1,8,"$23,921",Yes,$0,z_No,z_F,z_High School,Clerical,25,Private,"$14,070",21,Sports Car,no,"$3,805",1,No,2,1,Highly Urban/ Urban
930,,,0,47,0,11,"$78,953",No,"$233,925",Yes,M,Bachelors,z_Blue Collar,23,Commercial,"$17,410",4,Van,yes,$0,0,No,1,8,Highly Urban/ Urban
940,,,0,46,0,10,"$107,872",No,"$324,375",Yes,z_F,Masters,Lawyer,35,Private,"$12,290",4,Sports Car,no,"$4,784",3,No,3,11,Highly Urban/ Urban
941,,,0,56,0,14,"$13,692",No,"$134,847",Yes,z_F,z_High School,Home Maker,28,Private,"$35,620",1,z_SUV,no,$0,0,No,0,9,Highly Urban/ Urban
946,,,0,40,0,12,"$74,117",No,"$252,030",Yes,z_F,Masters,,24,Commercial,"$28,620",1,Van,no,"$5,784",1,No,0,,Highly Urban/ Urban
949,,,0,38,0,11,"$71,263",No,"$193,720",Yes,z_F,Bachelors,z_Blue Collar,34,Commercial,"$14,980",9,z_SUV,no,"$29,447",1,Yes,0,9,Highly Urban/ Urban
951,,,1,36,1,11,"$109,631",No,"$277,683",Yes,z_F,Bachelors,z_Blue Collar,15,Commercial,"$29,960",10,Minivan,no,$0,0,No,0,12,Highly Urban/ Urban
962,,,0,30,0,10,"$37,614",No,"$165,402",Yes,M,z_High School,z_Blue Collar,75,Commercial,"$16,170",6,Minivan,yes,$0,0,No,1,1,z_Highly Rural/ Rural
966,,,0,42,0,7,"$2,763",No,$0,Yes,M,z_High School,Student,44,Commercial,"$7,230",4,Pickup,no,$0,0,No,0,9,z_Highly Rural/ Rural
967,,,0,54,0,7,"$91,916",No,"$266,099",Yes,z_F,Bachelors,Professional,42,Private,"$16,090",1,z_SUV,no,$0,0,No,0,9,z_Highly Rural/ Rural
971,,,1,39,1,12,,Yes,$0,z_No,M,<High School,Clerical,40,Commercial,"$5,400",6,Pickup,yes,$0,0,No,4,1,Highly Urban/ Urban
981,,,0,54,0,9,"$94,995",No,"$301,004",Yes,z_F,PhD,Clerical,42,Commercial,"$33,700",7,Minivan,yes,"$5,172",1,No,6,10,z_Highly Rural/ Rural
982,,,1,36,2,9,"$21,873",Yes,"$118,100",z_No,M,<High School,Clerical,27,Private,"$7,290",6,Minivan,no,$0,0,No,0,1,z_Highly Rural/ Rural
983,,,0,48,0,5,"$92,868",No,"$256,927",Yes,z_F,Masters,Manager,39,Private,"$15,590",7,z_SUV,no,$0,0,No,2,9,Highly Urban/ Urban
984,,,0,53,0,10,"$185,291",No,"$475,137",Yes,z_F,PhD,Manager,49,Private,"$22,070",17,Pickup,no,$0,0,No,3,12,Highly Urban/ Urban
989,,,0,48,0,12,"$59,334",No,"$208,034",z_No,M,Bachelors,z_Blue Collar,50,Private,"$12,230",3,Minivan,yes,$0,0,No,3,11,Highly Urban/ Urban
990,,,0,38,0,11,"$48,207",No,"$179,539",z_No,z_F,z_High School,Clerical,38,Private,"$10,120",3,z_SUV,no,"$1,842",3,No,4,8,Highly Urban/ Urban
992,,,0,45,0,10,"$96,708",No,"$272,829",Yes,z_F,Bachelors,z_Blue Collar,29,Commercial,"$7,880",4,z_SUV,no,"$4,148",2,No,7,9,Highly Urban/ Urban
995,,,0,30,0,0,$0,No,$0,z_No,z_F,z_High School,Home Maker,18,Private,"$1,500",10,Sports Car,no,$0,0,No,0,7,z_Highly Rural/ Rural
996,,,0,46,0,10,"$134,752",No,$0,z_No,M,Masters,,30,Commercial,"$29,930",4,Panel Truck,no,"$3,722",2,No,1,13,Highly Urban/ Urban
998,,,1,45,1,10,"$39,032",Yes,"$209,556",z_No,z_F,Bachelors,Manager,43,Private,"$10,520",1,Sports Car,no,$0,0,No,1,11,Highly Urban/ Urban
1001,,,0,28,2,12,"$56,943",Yes,$0,z_No,M,z_High School,Clerical,60,Private,"$5,810",6,Minivan,no,$0,0,No,0,10,z_Highly Rural/ Rural
1007,,,0,44,0,12,"$87,190",No,"$260,524",Yes,M,Masters,,36,Commercial,"$24,900",3,Panel Truck,yes,$0,0,No,0,12,Highly Urban/ Urban
1008,,,0,52,0,14,"$284,898",No,"$645,241",Yes,M,PhD,Manager,33,Commercial,"$35,190",3,Panel Truck,yes,$0,0,No,0,19,Highly Urban/ Urban
1016,,,0,47,0,7,"$28,654",No,"$144,131",z_No,M,z_High School,Professional,22,Private,"$10,990",1,Pickup,yes,$0,0,No,2,8,z_Highly Rural/ Rural
1022,,,0,45,1,15,"$91,898",No,"$318,207",Yes,M,Masters,Lawyer,47,Private,"$16,190",14,Minivan,yes,$0,0,No,2,11,Highly Urban/ Urban
1027,,,2,36,3,6,"$26,011",No,"$133,863",Yes,M,<High School,z_Blue Collar,41,Private,"$18,290",6,Minivan,no,$0,0,Yes,0,1,Highly Urban/ Urban
1032,,,0,39,0,11,"$107,949",No,"$273,486",z_No,z_F,Bachelors,Professional,49,Private,"$7,330",10,z_SUV,no,"$8,043",2,No,6,11,Highly Urban/ Urban
1033,,,1,52,1,12,"$50,726",Yes,"$220,288",z_No,M,Bachelors,Manager,12,Private,"$1,500",7,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban
1041,,,0,40,0,11,"$4,404",No,$0,z_No,z_F,Masters,Home Maker,54,Private,"$10,400",4,Minivan,no,"$21,205",2,No,1,17,Highly Urban/ Urban
1065,,,0,31,2,7,"$35,053",Yes,"$125,625",z_No,M,z_High School,z_Blue Collar,28,Commercial,"$12,860",10,Minivan,yes,$0,0,Yes,1,1,Highly Urban/ Urban
1074,,,0,38,0,8,"$44,575",No,"$164,145",Yes,z_F,Bachelors,Professional,31,Private,"$9,760",11,z_SUV,no,"$3,787",4,Yes,4,6,Highly Urban/ Urban
1075,,,0,47,0,11,"$30,452",No,"$150,468",Yes,M,<High School,z_Blue Collar,34,Commercial,"$21,210",1,Van,yes,$0,0,No,0,8,Highly Urban/ Urban
1081,,,0,39,2,14,"$28,846",No,"$151,789",Yes,z_F,Bachelors,z_Blue Collar,16,Private,"$26,370",1,z_SUV,no,$0,0,No,2,8,Highly Urban/ Urban
1094,,,0,48,0,13,"$144,515",No,"$378,420",Yes,M,Masters,Lawyer,48,Private,"$20,750",10,Minivan,no,"$3,751",1,No,0,21,Highly Urban/ Urban
1099,,,0,45,0,,$0,No,$0,z_No,M,Bachelors,Student,22,Commercial,"$14,510",1,Minivan,no,$0,0,No,3,8,z_Highly Rural/ Rural
1105,,,0,41,2,15,"$97,679",Yes,"$273,142",z_No,M,Bachelors,z_Blue Collar,22,Commercial,"$12,850",1,Minivan,yes,"$38,815",3,No,6,1,Highly Urban/ Urban
1123,,,0,55,0,12,"$133,966",No,"$342,198",Yes,z_F,PhD,Lawyer,8,Private,"$29,170",6,z_SUV,no,"$34,507",2,Yes,0,13,Highly Urban/ Urban
1135,,,0,63,0,17,"$86,078",No,"$319,488",Yes,z_F,Bachelors,Professional,13,Private,"$20,960",4,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural
1142,,,0,49,0,12,"$24,513",No,"$148,422",Yes,M,<High School,z_Blue Collar,27,Private,"$8,850",1,Minivan,yes,"$1,263",1,No,1,1,Highly Urban/ Urban
1155,,,0,46,0,12,"$103,455",No,"$286,457",z_No,M,Masters,Lawyer,21,Private,"$13,050",1,Minivan,yes,$0,0,No,0,7,Highly Urban/ Urban
1169,,,0,45,0,,"$19,599",No,"$134,906",z_No,z_F,Bachelors,Home Maker,43,Private,"$10,740",6,Minivan,no,$0,0,No,2,1,z_Highly Rural/ Rural
1176,,,0,46,0,9,"$107,006",No,"$342,272",Yes,M,Masters,Manager,7,Private,"$16,800",16,Van,yes,$0,0,No,4,15,Highly Urban/ Urban
1178,,,0,53,0,13,"$80,023",No,"$246,532",Yes,z_F,Bachelors,z_Blue Collar,58,Commercial,"$20,990",4,Sports Car,no,"$29,379",2,Yes,5,9,Highly Urban/ Urban
1180,,,0,35,0,10,"$57,241",No,$0,z_No,M,<High School,Clerical,36,Private,"$11,050",4,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural
1184,,,0,35,0,11,"$122,150",No,,Yes,z_F,Masters,Lawyer,41,Private,"$26,820",4,z_SUV,no,$0,0,No,2,12,Highly Urban/ Urban
1185,,,2,56,2,17,"$28,088",Yes,"$154,530",z_No,M,Bachelors,Clerical,46,Private,"$9,910",1,Minivan,yes,"$1,157",1,No,3,1,Highly Urban/ Urban
1193,,,0,40,0,11,"$49,978",No,"$240,143",Yes,M,Masters,,40,Commercial,"$21,160",3,Van,yes,$0,0,No,2,15,Highly Urban/ Urban
1196,,,0,51,0,5,"$94,454",No,$0,z_No,M,Bachelors,Professional,30,Private,"$14,370",3,Minivan,no,"$5,399",1,No,0,9,Highly Urban/ Urban
1199,,,0,48,0,0,$0,No,$0,z_No,z_F,<High School,Student,5,Private,"$9,060",1,z_SUV,no,$0,0,No,2,1,Highly Urban/ Urban
1203,,,0,37,2,13,"$31,725",No,"$148,396",Yes,z_F,Masters,Lawyer,32,Private,"$10,860",4,z_SUV,no,"$3,810",3,No,3,22,Highly Urban/ Urban
1205,,,1,37,2,10,"$30,843",No,"$132,741",Yes,z_F,z_High School,Clerical,33,Private,"$8,280",6,Sports Car,no,$0,0,No,1,8,Highly Urban/ Urban
1207,,,0,39,0,13,"$18,274",No,$0,z_No,z_F,z_High School,Clerical,11,Private,"$7,230",6,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
1208,,,0,39,0,10,"$31,131",No,$0,z_No,M,z_High School,Clerical,30,Private,"$8,510",6,Minivan,yes,"$37,066",2,Yes,5,13,Highly Urban/ Urban
1212,,,0,37,4,0,,No,"$55,527",Yes,z_F,z_High School,Home Maker,5,Private,"$5,700",1,Sports Car,no,"$4,865",1,No,6,7,Highly Urban/ Urban
1213,,,0,50,0,12,"$26,748",No,,z_No,M,<High School,z_Blue Collar,25,Private,"$9,170",1,Pickup,no,"$25,089",2,Yes,1,6,Highly Urban/ Urban
1222,,,1,57,1,13,"$53,227",No,"$204,309",Yes,z_F,Bachelors,Professional,41,Private,"$34,950",6,Minivan,no,$0,0,No,0,11,Highly Urban/ Urban
1223,,,0,45,0,,"$55,848",No,"$216,312",Yes,M,Bachelors,Clerical,51,Commercial,"$11,580",6,Pickup,yes,$0,0,No,1,7,Highly Urban/ Urban
1226,,,0,55,0,0,$0,No,$0,z_No,z_F,PhD,Home Maker,36,Private,"$2,950",4,z_SUV,no,$0,0,No,0,12,Highly Urban/ Urban
1227,,,0,63,0,14,"$51,046",No,"$192,050",Yes,z_F,PhD,Doctor,18,Private,"$7,800",1,Sports Car,no,"$14,357",3,No,5,1,Highly Urban/ Urban
1229,,,0,47,0,10,,No,"$177,502",Yes,M,z_High School,Clerical,8,Private,"$9,640",10,Pickup,no,$0,0,No,1,8,Highly Urban/ Urban
1230,,,0,44,0,12,"$46,781",No,$0,z_No,z_F,Bachelors,Professional,29,Private,"$17,960",11,z_SUV,no,"$6,545",1,No,5,15,Highly Urban/ Urban
1231,,,1,54,1,0,$0,No,$0,Yes,z_F,Bachelors,Student,37,Private,"$10,600",1,Sports Car,no,"$5,493",3,No,1,8,Highly Urban/ Urban
1241,,,1,43,3,11,"$28,021",Yes,$0,z_No,M,z_High School,Clerical,31,Private,"$16,010",4,Minivan,no,$0,0,No,1,9,z_Highly Rural/ Rural
1243,,,0,49,0,11,"$23,711",No,$0,z_No,z_F,z_High School,Clerical,25,Private,"$8,770",7,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural
1244,,,0,39,0,13,"$49,194",No,"$126,703",Yes,M,z_High School,Manager,34,Commercial,"$24,060",10,Panel Truck,yes,$0,0,No,0,7,Highly Urban/ Urban
1246,,,0,58,0,12,"$61,265",No,"$208,445",Yes,z_F,Masters,Lawyer,49,Private,"$3,230",10,z_SUV,no,$0,0,No,2,9,Highly Urban/ Urban
1248,,,0,41,3,15,,No,"$177,209",Yes,z_F,z_High School,Professional,38,Private,"$19,580",3,Minivan,no,$0,0,No,3,6,Highly Urban/ Urban
1249,,,0,40,0,13,"$84,506",No,"$251,400",Yes,z_F,Masters,Lawyer,32,Private,"$19,100",6,Minivan,no,$0,0,Yes,5,15,Highly Urban/ Urban
1252,,,0,39,0,13,"$51,091",No,"$185,506",Yes,M,Masters,Lawyer,37,Private,"$15,450",1,Minivan,no,$0,0,No,0,17,Highly Urban/ Urban
1261,,,0,43,0,12,"$94,641",No,"$299,424",Yes,z_F,Masters,Lawyer,52,Private,"$21,400",6,z_SUV,no,"$11,095",1,No,0,19,Highly Urban/ Urban
1275,,,0,51,0,17,"$48,263",No,"$200,023",Yes,z_F,z_High School,Professional,39,Private,"$24,450",1,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban
1281,,,0,39,0,14,"$28,830",No,$0,z_No,M,<High School,Clerical,50,Commercial,"$18,930",1,Van,yes,$0,0,Yes,5,1,Highly Urban/ Urban
1285,,,0,23,5,14,"$11,666",No,"$109,363",Yes,z_F,<High School,Clerical,26,Private,"$5,080",6,Sports Car,no,$0,0,No,4,1,Highly Urban/ Urban
1288,,,0,50,0,13,"$62,626",No,$0,z_No,z_F,z_High School,z_Blue Collar,36,Commercial,"$13,790",6,z_SUV,no,$0,0,No,1,10,Highly Urban/ Urban
1290,,,0,40,0,14,"$93,249",No,"$293,000",z_No,z_F,Masters,Lawyer,35,Private,"$27,270",7,Minivan,no,$0,0,No,0,14,Highly Urban/ Urban
1291,,,0,45,0,14,"$49,116",No,"$213,351",z_No,z_F,z_High School,Clerical,41,Private,"$18,510",6,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1304,,,0,30,2,14,,Yes,$0,z_No,M,Masters,,52,Commercial,"$19,340",6,Van,yes,"$32,990",2,Yes,0,17,Highly Urban/ Urban
1305,,,0,54,0,10,"$46,624",No,"$212,273",z_No,M,Masters,Lawyer,40,Private,"$18,990",13,Van,no,$0,0,No,0,13,Highly Urban/ Urban
1323,,,0,53,0,12,"$116,419",No,"$356,989",z_No,M,PhD,,5,Commercial,"$27,300",4,Panel Truck,no,"$1,404",2,No,4,12,Highly Urban/ Urban
1342,,,2,45,3,17,,Yes,$0,z_No,z_F,Masters,Lawyer,64,Private,"$19,550",10,z_SUV,no,$0,0,No,5,14,Highly Urban/ Urban
1348,,,0,29,1,14,"$15,936",No,,Yes,z_F,<High School,Student,28,Private,"$29,510",4,Pickup,no,"$6,111",2,No,0,1,Highly Urban/ Urban
1353,,,0,29,2,14,"$45,299",No,"$148,600",Yes,z_F,z_High School,z_Blue Collar,11,Commercial,"$21,330",4,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1363,,,0,48,0,12,"$49,711",No,$0,z_No,z_F,z_High School,Professional,5,Private,"$11,270",7,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
1371,,,0,45,1,12,"$212,914",Yes,"$553,525",z_No,M,PhD,Doctor,24,Private,"$14,830",1,Minivan,yes,"$25,614",2,Yes,4,20,Highly Urban/ Urban
1372,,,0,57,0,11,"$114,830",No,$0,z_No,M,PhD,,26,Commercial,"$26,900",4,Panel Truck,no,"$28,321",2,No,0,13,Highly Urban/ Urban
1378,,,0,35,1,12,"$15,234",No,"$115,903",Yes,z_F,<High School,Clerical,6,Private,"$6,520",20,Sports Car,no,"$7,535",2,No,5,4,Highly Urban/ Urban
1381,,,0,34,0,9,"$31,052",No,"$116,137",Yes,z_F,z_High School,Clerical,63,Private,"$13,700",5,z_SUV,no,$0,0,No,2,7,Highly Urban/ Urban
1382,,,0,50,0,,$0,No,"$90,196",Yes,z_F,Bachelors,Student,31,Commercial,"$6,500",13,z_SUV,no,"$9,098",1,No,2,7,Highly Urban/ Urban
1393,,,1,57,1,14,"$41,645",No,"$160,772",Yes,M,z_High School,Professional,23,Commercial,"$7,200",4,Pickup,yes,"$5,040",2,No,0,5,Highly Urban/ Urban
1394,,,0,54,0,13,"$77,864",No,"$299,542",Yes,M,Bachelors,z_Blue Collar,72,Commercial,"$26,930",1,Minivan,yes,$0,0,No,0,13,z_Highly Rural/ Rural
1398,,,0,65,0,15,"$22,481",No,"$127,617",Yes,z_F,z_High School,Clerical,14,Private,"$11,340",9,Sports Car,no,"$33,075",1,Yes,0,1,Highly Urban/ Urban
1404,,,0,44,0,11,"$62,346",No,$0,z_No,M,Masters,Professional,42,Private,"$5,900",1,Pickup,yes,$0,0,Yes,0,18,Highly Urban/ Urban
1405,,,0,52,0,11,"$81,849",No,"$273,961",Yes,z_F,z_High School,z_Blue Collar,56,Commercial,"$6,700",1,z_SUV,no,"$4,235",3,No,6,1,Highly Urban/ Urban
1419,,,1,62,1,2,"$54,776",No,"$237,217",Yes,z_F,Masters,Lawyer,16,Private,"$15,770",4,Sports Car,no,"$11,035",1,No,6,14,Highly Urban/ Urban
1421,,,0,46,0,9,"$19,814",No,$0,Yes,M,z_High School,Student,14,Private,"$7,310",7,Pickup,yes,$0,0,No,0,1,Highly Urban/ Urban
1426,,,0,38,1,0,$0,No,$0,Yes,z_F,<High School,Student,17,Private,"$5,850",6,z_SUV,no,"$5,090",1,No,6,8,z_Highly Rural/ Rural
1431,,,0,38,0,4,"$22,036",No,"$158,037",Yes,M,z_High School,Clerical,32,Commercial,"$7,500",6,Pickup,yes,"$9,416",1,No,2,,Highly Urban/ Urban
1435,,,2,44,2,13,"$155,897",Yes,"$398,191",z_No,z_F,Masters,Lawyer,84,Private,"$33,800",4,Minivan,no,$0,0,No,1,12,z_Highly Rural/ Rural
1437,,,1,37,1,7,"$17,589",No,"$132,645",Yes,z_F,<High School,Clerical,51,Private,"$9,370",6,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
1438,,,0,57,0,12,"$68,350",No,"$222,894",Yes,M,Bachelors,z_Blue Collar,15,Commercial,"$18,700",8,Van,no,"$2,757",1,No,1,11,Highly Urban/ Urban
1442,,,0,45,2,15,"$39,196",Yes,$0,z_No,z_F,z_High School,Professional,25,Private,"$17,300",14,Sports Car,no,"$7,410",3,No,3,1,Highly Urban/ Urban
1464,,,0,53,0,6,"$59,144",No,"$205,862",Yes,M,PhD,Manager,24,Private,"$14,870",3,Minivan,no,$0,0,Yes,0,13,Highly Urban/ Urban
1471,,,0,42,1,7,"$139,335",Yes,$0,z_No,z_F,PhD,Manager,29,Private,"$3,470",10,z_SUV,no,"$9,828",1,No,5,14,Highly Urban/ Urban
1473,,,0,46,0,11,"$45,372",No,"$236,719",Yes,M,z_High School,z_Blue Collar,24,Commercial,"$22,790",4,Panel Truck,no,$0,0,No,0,1,Highly Urban/ Urban
1476,,,0,49,0,0,$0,No,$0,z_No,z_F,Bachelors,Home Maker,23,Private,"$6,400",6,Sports Car,no,$0,0,No,1,8,z_Highly Rural/ Rural
1478,,,0,50,0,14,"$40,447",No,"$192,990",Yes,M,z_High School,z_Blue Collar,19,Commercial,"$5,540",7,Pickup,no,$0,0,No,0,1,Highly Urban/ Urban
1479,,,1,44,2,2,"$68,081",Yes,"$221,459",z_No,z_F,Masters,Manager,32,Private,"$25,040",6,Sports Car,no,"$47,837",1,Yes,6,18,Highly Urban/ Urban
1487,,,0,41,1,14,"$2,346",Yes,$0,z_No,z_F,<High School,Student,13,Private,"$5,830",11,Sports Car,no,"$8,521",2,No,0,6,Highly Urban/ Urban
1492,,,0,42,0,0,$0,No,$0,Yes,M,Bachelors,Student,13,Commercial,"$5,700",10,Pickup,no,$0,0,No,5,1,Highly Urban/ Urban
1496,,,0,50,0,12,"$126,172",No,$0,z_No,M,Masters,Lawyer,43,Private,"$14,120",6,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
1497,,,0,43,2,0,$0,No,"$117,111",Yes,z_F,<High School,Home Maker,44,Private,"$5,800",6,Sports Car,no,"$4,959",1,No,3,6,Highly Urban/ Urban
1515,,,0,48,0,10,"$80,756",No,"$276,395",Yes,z_F,z_High School,z_Blue Collar,47,Commercial,"$17,640",18,Pickup,no,$0,0,No,0,1,z_Highly Rural/ Rural
1519,,,0,44,0,11,"$18,612",No,$0,z_No,M,PhD,Lawyer,24,Private,"$21,160",3,Van,no,$0,0,No,1,12,Highly Urban/ Urban
